Job Title,Company,Location,Posted Date,Job URL,Description,Good
"Vice President | Private Credit, Infrastructure Debt Investment",Macquarie Asset Management,N/A,N/A,https://www.linkedin.com/jobs/view/4318999294/?eBP=NON_CHARGEABLE_CHANNEL&refId=yWVF%2FGsdgetYiwxwSjmeag%3D%3D&trackingId=F8eNST03KiSSjNSN3D5CAw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Macquarie Asset Management’s Private Credit team invests in infrastructure debt assets on behalf of Macquarie's institutional client base and is a leader in the asset class. This team combines the best of Macquarie’s deep infrastructure debt experience with a flexible and highly dynamic approach to investing for our clients and growing opportunities for the business.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.



As a Vice President within the Private Credit team, you will be contributing to the continued growth of the Private Credit platform in respect of debt investments across a broad range of infrastructure sectors. You will be primarily involved with the origination, assessment, and execution of new investment opportunities, across both investment grade and sub-investment grade transactions. You will be instrumental in the origination and execution of investment opportunities and materially contribute to the growth and success of the platform.

Salary range for this position: $225,000 - $275,000/Year. Actual base salary may vary based upon, but not limited to, relevant experience, time in role, peer and market data, prior performance, business sector, and geographic location. You may also be eligible for an annual discretionary incentive compensation award. You can further read about the full spectrum of benefits we offer our people listed below.





We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.





At Macquarie, you’re empowered to shape a career that’s rewarding in all the ways that matter most to you. Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:





Macquarie Asset Management is a global asset manager that aims to deliver positive impact. We’re trusted by institutions, pension funds, governments, and individuals to manage billions in assets globally. We provide access to specialist investment expertise across a range of capabilities including fixed income, equities, multi-asset solutions, private credit, infrastructure, green investments, natural assets, real estate, and asset finance.



We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",0
Vice President | Principal Finance Operations,Macquarie Asset Management,N/A,N/A,https://www.linkedin.com/jobs/view/4318998310/?eBP=NON_CHARGEABLE_CHANNEL&refId=yWVF%2FGsdgetYiwxwSjmeag%3D%3D&trackingId=IyY%2F6k0KiPw73e7VolsgEw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Join the Principal Finance group in Macquarie Capital and be a part of the Global Operations team responsible for the management of our principal investing portfolio, from pre-acquisition to divestment. The Principal Finance team in Macquarie Capital operates globally, providing flexible primary financing solutions and engaging in secondary market investing, across the capital structure, in both the corporate and real estate sectors. The team has extensive experience across a variety of industry groups including real estate, infrastructure, telecommunications, media, entertainment and technology, leisure, and healthcare.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.



You will work directly with the principal investing deal team and key external service providers where you will be responsible for supporting a large and well-connected investing business for all operational management and execution activities supporting private credit, private equity and real estate product lines. Your responsibilities will include end-to-end transaction management for a portfolio of investments and include operational analysis of proposed transactions, advising and coordinating approvals across internal and external stakeholder, transaction closing and ongoing administration including implementation of appropriate procedures for effective day-to-day management. You will have ownership of data in loan management and peripheral systems and approval responsibility of loan administration activity within LoanIQ and other systems. You will also be responsible for staff engagement, development and day to day management.

Salary range for the role: $150,000- $200,000 per year. Actual base salary may vary based upon, but not limited to, relevant experience, time in role, peer and market data, prior performance, business sector, and geographic location. You may also be eligible for an annual discretionary incentive compensation award. We offer a full spectrum of benefits, including Medical, Prescription Drug, Dental, Vision, Health Savings Account, Dependent Day Care Savings Account, Life Insurance, Disability and Other Insurance Plans, Paid Time Off (including Sick Leave, Parental Leave and Vacation), Holidays, 401(k), and Short/Long Term Disability, in addition to other special perks reserved for our employees.





We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.





At Macquarie, you’re empowered to shape a career that’s rewarding in all the ways that matter most to you. Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:





Macquarie Capital partners with businesses, startups and governments to connect ideas to capital and help drive innovation, growth and create real-world impact. Our global corporate advisory, investing, development and equities capabilities are underpinned by a full spectrum of capital markets solutions and deep sector expertise, with a focus on infrastructure and real assets, technology, software and services, and resources, energy and materials.



We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",0
"Director, Electronic Trading Sales",Macquarie Asset Management,N/A,N/A,https://www.linkedin.com/jobs/view/4318988452/?eBP=NON_CHARGEABLE_CHANNEL&refId=yWVF%2FGsdgetYiwxwSjmeag%3D%3D&trackingId=eo4WjqhdM7%2FmJcPfR6FA8Q%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Join Macquarie’s Futures Division within the Commodities and Global Markets Group, a team with over 30 years’ experience operating in global futures markets. You’ll be part of a dynamic environment, providing execution, clearing, and financing solutions to a diverse corporate and institutional client base, with 24-hour coverage of all major markets worldwide.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.



You will lead and operate as part of the sales team, originating new institutional client relationships in execution and clearing for electronic/algorithmic trading. You will develop and implement regional electronic trading strategies, partner with stakeholders across regions and business lines, and ensure risk metrics and regulatory compliance are maintained. Your role will also include communicating key risks and performance metrics to senior management, driving change, and contributing thought leadership to the division.

Salary range for this position: $250,00 - $350,000/Year. Actual base salary may vary based upon, but not limited to, relevant experience, time in role, peer and market data, prior performance, business sector, and geographic location. You may also be eligible for an annual discretionary incentive compensation award. You can further read about the full spectrum of benefits we offer our people listed below.





We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.





At Macquarie, you’re empowered to shape a career that’s rewarding in all the ways that matter most to you. Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:





Commodities and Global Markets is a global business offering capital and financing, risk management, market access, physical execution and logistics solutions to its diverse client base across Commodities, Financial Markets and Asset Finance.



We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",0
Tax Accounting Executive,Macquarie Asset Management,"Jacksonville, FL (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4318988450/?eBP=NON_CHARGEABLE_CHANNEL&refId=yWVF%2FGsdgetYiwxwSjmeag%3D%3D&trackingId=zBOFzlxRqigH%2FhVZRxCqZg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
We have an exciting opportunity for you to join a group of diverse tax professionals on our Tax Reporting team and support our businesses in the Americas. This role will coordinate and manage the tax compliance and reporting for businesses in our Americas region.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.



In this role, you will be a technical resource within Tax Reporting, working closely with Management, Tax Advisory. Bringing your collaborative approach, you’ll have the opportunity to contribute your ideas within a supportive environment that seeks to include a variety of perspectives.





We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.





At Macquarie, you’re empowered to shape a career that’s rewarding in all the ways that matter most to you. Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:





Financial Management, People and Engagement (FPE) provides a single interface for Macquarie’s businesses across key areas of people, strategy, communications and financial management. Comprising two pillars – Financial Management, and People and Engagement – it is responsible for managing the Group’s financial, tax and treasury activities and strategic priorities, fostering our culture through people and community engagement strategies, and engaging with stakeholders to protect and promote Macquarie’s reputation globally.



We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",0
Financial Accountant Executive,Macquarie Asset Management,"Jacksonville, FL (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4318957634/?eBP=NON_CHARGEABLE_CHANNEL&refId=yWVF%2FGsdgetYiwxwSjmeag%3D%3D&trackingId=d23OT%2BXbyrI7zAtU5FDCIg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Join our Commodities and Global Markets Finance team and play a key role which includes a mix of delivery responsibilities and process ownership. Functionally, you will be expected to be very hands-on and aware of the businesses you are supporting.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.



In this role, you will utilize your accounting knowledge in the review of sub-system posting positions, month-end close, intercompany breaks clearing and suspense clearing. In addition, you will engage with the business teams and external stakeholders, as well as demonstrate the ability to independently deal with and resolve issues with appropriate escalation.





We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.





At Macquarie, you’re empowered to shape a career that’s rewarding in all the ways that matter most to you. Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:





Financial Management, People and Engagement (FPE) provides a single interface for Macquarie’s businesses across key areas of people, strategy, communications and financial management. Comprising two pillars – Financial Management, and People and Engagement – it is responsible for managing the Group’s financial, tax and treasury activities and strategic priorities, fostering our culture through people and community engagement strategies, and engaging with stakeholders to protect and promote Macquarie’s reputation globally.



We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",0
"Executive, US Valuation",Macquarie Asset Management,"Philadelphia, PA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4318944854/?eBP=NON_CHARGEABLE_CHANNEL&refId=yWVF%2FGsdgetYiwxwSjmeag%3D%3D&trackingId=rxeXZ8SpUtfvQWqxir%2Fq6w%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Join Macquarie Asset Management as an Executive on the US Valuation team, where you will support securities valuation programs, policies, and procedures, while collaborating on pricing and reporting for various investment vehicles. This role focuses on the US region, involving coordination with global teams and engagement with portfolio management, mutual fund boards, and the US Pricing Committee.

While Macquarie offers hybrid working for many of our roles, this role does require 3 days a week in our office location.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.



As part of the US Valuation team, you will support the valuation program by evaluating data sources and vendor pricing tolerances for Fixed Income, Leveraged Credit, and Equities to ensure fair value methodologies are reliable and effective. Responsibilities include producing reports to comply with Rule 2a-5 of the Investment Company Act of 1940 for mutual funds. Additionally, you will contribute to developing tools and processes aimed at increasing efficiencies and automation, with programming skills being a valuable asset.





We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.





At Macquarie, you’re empowered to shape a career that’s rewarding in all the ways that matter most to you. Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:





Macquarie Asset Management is a global asset manager that aims to deliver positive impact. We’re trusted by institutions, pension funds, governments, and individuals to manage billions in assets globally. We provide access to specialist investment expertise across a range of capabilities including fixed income, equities, multi-asset solutions, private credit, infrastructure, green investments, natural assets, real estate, and asset finance.



We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",0
"Senior Director, Head of Audit Enterprise & Operational Risk",BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4310053073/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=GgBiKsrMilqBi0S5eJ%2B6IQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.

Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what is all about. Join us and be part of something extraordinary.

We’re seeking a future team member for the role of Sr. Director, Head of Audit Enterprise & Operational Risk to join our Internal Audit team. This role is located in New York.

In this role, you’ll make an impact in the following ways:



To be successful in this role, we’re seeking the following:



At BNY, our culture speaks for itself, check out the latest BNY news at:



BNY LinkedIn



America’s Most Innovative Companies, Fortune, 2025

World’s Most Admired Companies, Fortune 2025

“Most Just Companies”, Just Capital and CNBC, 2025



BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.

BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $136,500 and $300,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance, and market factors.",0
Senior Vice President- Events & Experiences,BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4309661690/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=eH76Rlb0rk4bG%2B484IuvwQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.

Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what is all about. Join us and be part of something extraordinary.

We’re seeking a future team member for the role of Senior Vice President, Events & Experiences to join our Marketing and Communications team. This role is located in New York, NY











BNY Newsroom

BNY LinkedIn







BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.

BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $102,000 and $170,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance, and market factors.



For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.",0
"Managing Director, Deputy General Counsel",BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4308071633/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=1%2BmeTLclMnC7lMf3kxwxcQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

Managing Director, Deputy General Counsel, Head of Regulation, Supervision, M&A, & Real Estate

At BNY, our culture empowers you to grow and succeed. As a leading global financial services company at the center of the world’s financial system we touch nearly 20% of the world’s investible assets. Every day around the globe our employees bring the power of their perspective to the table, partnering alongside our clients to create new solutions for businesses and communities everywhere.

We continue to be a leader in the industry, awarded as a top home for innovators and for creating an inclusive workplace. Through our unique ideas and talents, we help power the global financial system. This is what is all about.

In this role you will report directly to the General Counsel and serve as the firm’s senior legal advisor on prudential banking regulation and supervisory engagement. You will provide strategic legal advice across BNY’s global businesses, advise on the design and implementation of governance frameworks, and lead a multidisciplinary team of regulatory attorneys. You will also lead a team of attorneys across complex M&A activity and oversee all real estate-related legal matters. You will be a key member of our senior legal leadership team, providing strategic counsel across multiple lines of business, and advising on the structuring transactions in support of BNY’s commercial goals.



Bank Regulation & Supervision



Mergers & Acquisitions



Real Estate



Leadership & Team Management







At BNY, our culture speaks for itself. Here’s a few of our awards:





BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.

BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $300,000 and $400,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and company- sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance and market factors.",0
"Managing Director, Client Executive Manager - LATAM",BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4308472522/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=aDdRLFVnST5drWXj%2F9TCMQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.

Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what is all about. Join us and be part of something extraordinary.

We’re seeking a future team member for the role of Managing Director, LatAm Client Executive to join our Client Coverage team. This role is located in New York

In this role, you’ll make an impact in the following ways:



To be successful in this role, we’re seeking the following:



At BNY, our culture speaks for itself, check out the latest BNY news at:

BNY Newsroom

BNY LinkedIn







BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.

BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $300,000 and $400,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance and market factors.",0
"Head of Asset Owners, Corporates and Insurance Marketing",BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4308477435/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=Ma%2Fz0CZjNcx1WQGjTB4L9A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.

Recognized as a top destination for innovators , BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what is all about. Join us and be part of something extraordinary.



The Head of Asset Owners, Corporates & Insurance Marketing is a senior leader responsible for driving strategic marketing initiatives within the asset owner, corporates and insurance segment. The ideal candidate will have a deep understanding of the space, strong leadership capabilities, and a proven track record in developing and executing targeted marketing strategies that drive growth, client acquisition, and retention.









At BNY, our culture speaks for itself, check out the latest BNY news at: BNY Newsroom BNY LinkedIn







BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.

BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $127,000 and $225,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance, and market factors.



For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.",0
"Vice President- Events & Experiences, Global Events Team",BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4315175563/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=jlQd7HKGpNUf2x4oe0ibLA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.

Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what is all about. Join us and be part of something extraordinary.

We’re seeking a future team member for the role of VP to join our Global events team. This role is located in New York

We are seeking a highly organized and proactive VP, Events to join our Global Events team. This role will support the planning, execution, and measurement of industry sponsorships and client facing events, helping drive business outcomes and strengthen our brand presence.

The ideal candidate is detail-oriented, thrives in a fast-paced environment, and brings creativity and operational excellence to every aspect of event management — from pre-planning to onsite delivery to post-event reporting.

In this role, you’ll make an impact in the following ways:



To be successful in this role, we’re seeking the following:



At BNY, our culture speaks for itself, check out the latest BNY news at:

BNY Newsroom

BNY LinkedIn



America’s Most Innovative Companies, Fortune, 2025

World’s Most Admired Companies, Fortune 2025

“Most Just Companies”, Just Capital and CNBC, 2025



BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.

BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $68,000 and $140,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and company- sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance and market factors.



For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.",0
"Senior Director, Resiliency Lead",BNY Mellon,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4310039964/?eBP=NON_CHARGEABLE_CHANNEL&refId=%2Bk6ZkH7LtWJrY7s2SkrHRg%3D%3D&trackingId=V12ig3nYVx7Bi0wTEnM%2BuA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $136,500 and $300,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.

This position is at-will and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance, and market factors.",0
